perm,qidx,correct
"[0, 2, 3, 4, 6, 5, 7, 1]",15,1
"[0, 2, 3, 4, 6, 5, 7, 1]",16,0
"[0, 2, 3, 4, 6, 5, 7, 1]",17,1
"[0, 2, 3, 4, 6, 5, 7, 1]",18,0
"[0, 2, 3, 4, 6, 5, 7, 1]",19,1
"[0, 2, 3, 4, 6, 5, 7, 1]",20,0
"[0, 2, 3, 4, 6, 5, 7, 1]",21,0
"[0, 2, 3, 4, 6, 5, 7, 1]",22,0
"[0, 2, 3, 4, 6, 5, 7, 1]",23,0
"[0, 2, 3, 4, 6, 5, 7, 1]",24,0
"[0, 3, 2, 4, 6, 5, 7, 1]",0,0
"[0, 3, 2, 4, 6, 5, 7, 1]",1,1
"[0, 3, 2, 4, 6, 5, 7, 1]",2,0
"[0, 3, 2, 4, 6, 5, 7, 1]",3,0
"[0, 3, 2, 4, 6, 5, 7, 1]",4,0
"[0, 3, 2, 4, 6, 5, 7, 1]",5,0
"[0, 3, 2, 4, 6, 5, 7, 1]",6,0
"[0, 3, 2, 4, 6, 5, 7, 1]",7,1
"[0, 3, 2, 4, 6, 5, 7, 1]",8,0
"[0, 3, 2, 4, 6, 5, 7, 1]",9,1
"[0, 3, 2, 4, 6, 5, 7, 1]",10,0
"[0, 3, 2, 4, 6, 5, 7, 1]",11,0
"[0, 3, 2, 4, 6, 5, 7, 1]",12,1
"[0, 3, 2, 4, 6, 5, 7, 1]",13,1
"[0, 3, 2, 4, 6, 5, 7, 1]",14,1
"[0, 3, 2, 4, 6, 5, 7, 1]",15,0
"[0, 3, 2, 4, 6, 5, 7, 1]",16,1
"[0, 3, 2, 4, 6, 5, 7, 1]",17,1
"[0, 3, 2, 4, 6, 5, 7, 1]",18,0
"[0, 3, 2, 4, 6, 5, 7, 1]",19,1
"[0, 3, 2, 4, 6, 5, 7, 1]",20,0
"[0, 3, 2, 4, 6, 5, 7, 1]",21,0
"[0, 3, 2, 4, 6, 5, 7, 1]",22,0
"[0, 3, 2, 4, 6, 5, 7, 1]",23,0
"[0, 3, 2, 4, 6, 5, 7, 1]",24,0
"[4, 0, 5, 1, 3, 2, 7, 6]",0,0
"[4, 0, 5, 1, 3, 2, 7, 6]",1,0
"[4, 0, 5, 1, 3, 2, 7, 6]",2,0
"[4, 0, 5, 1, 3, 2, 7, 6]",3,0
"[4, 0, 5, 1, 3, 2, 7, 6]",4,1
"[4, 0, 5, 1, 3, 2, 7, 6]",5,0
"[4, 0, 5, 1, 3, 2, 7, 6]",6,1
"[4, 0, 5, 1, 3, 2, 7, 6]",7,1
"[4, 0, 5, 1, 3, 2, 7, 6]",8,0
"[4, 0, 5, 1, 3, 2, 7, 6]",9,1
"[4, 0, 5, 1, 3, 2, 7, 6]",10,0
"[4, 0, 5, 1, 3, 2, 7, 6]",11,0
"[4, 0, 5, 1, 3, 2, 7, 6]",12,0
"[4, 0, 5, 1, 3, 2, 7, 6]",13,0
"[4, 0, 5, 1, 3, 2, 7, 6]",14,0
"[4, 0, 5, 1, 3, 2, 7, 6]",15,0
"[4, 0, 5, 1, 3, 2, 7, 6]",16,0
"[4, 0, 5, 1, 3, 2, 7, 6]",17,1
"[4, 0, 5, 1, 3, 2, 7, 6]",18,1
"[4, 0, 5, 1, 3, 2, 7, 6]",19,1
"[4, 0, 5, 1, 3, 2, 7, 6]",20,0
"[4, 0, 5, 1, 3, 2, 7, 6]",21,0
"[4, 0, 5, 1, 3, 2, 7, 6]",22,0
"[4, 0, 5, 1, 3, 2, 7, 6]",23,1
"[4, 0, 5, 1, 3, 2, 7, 6]",24,0
"[4, 0, 5, 1, 3, 7, 2, 6]",0,0
"[4, 0, 5, 1, 3, 7, 2, 6]",1,0
"[4, 0, 5, 1, 3, 7, 2, 6]",2,0
"[4, 0, 5, 1, 3, 7, 2, 6]",3,0
"[4, 0, 5, 1, 3, 7, 2, 6]",4,1
"[4, 0, 5, 1, 3, 7, 2, 6]",5,0
"[4, 0, 5, 1, 3, 7, 2, 6]",6,0
"[4, 0, 5, 1, 3, 7, 2, 6]",7,1
"[4, 0, 5, 1, 3, 7, 2, 6]",8,0
"[4, 0, 5, 1, 3, 7, 2, 6]",9,1
"[4, 0, 5, 1, 3, 7, 2, 6]",10,0
"[4, 0, 5, 1, 3, 7, 2, 6]",11,0
"[4, 0, 5, 1, 3, 7, 2, 6]",12,0
"[4, 0, 5, 1, 3, 7, 2, 6]",13,0
"[4, 0, 5, 1, 3, 7, 2, 6]",14,0
"[4, 0, 5, 1, 3, 7, 2, 6]",15,1
"[4, 0, 5, 1, 3, 7, 2, 6]",16,0
"[4, 0, 5, 1, 3, 7, 2, 6]",17,1
"[4, 0, 5, 1, 3, 7, 2, 6]",18,1
"[4, 0, 5, 1, 3, 7, 2, 6]",19,1
"[4, 0, 5, 1, 3, 7, 2, 6]",20,0
"[4, 0, 5, 1, 3, 7, 2, 6]",21,0
"[4, 0, 5, 1, 3, 7, 2, 6]",22,1
"[4, 0, 5, 1, 3, 7, 2, 6]",23,0
"[4, 0, 5, 1, 3, 7, 2, 6]",24,0
"[0, 2, 6, 4, 3, 5, 7, 1]",0,0
"[0, 2, 6, 4, 3, 5, 7, 1]",1,0
"[0, 2, 6, 4, 3, 5, 7, 1]",2,0
"[0, 2, 6, 4, 3, 5, 7, 1]",3,0
"[0, 2, 6, 4, 3, 5, 7, 1]",4,1
"[0, 2, 6, 4, 3, 5, 7, 1]",5,0
"[0, 2, 6, 4, 3, 5, 7, 1]",6,0
"[0, 2, 6, 4, 3, 5, 7, 1]",7,1
"[0, 2, 6, 4, 3, 5, 7, 1]",8,0
"[0, 2, 6, 4, 3, 5, 7, 1]",9,1
"[0, 2, 6, 4, 3, 5, 7, 1]",10,0
"[0, 2, 6, 4, 3, 5, 7, 1]",11,0
"[0, 2, 6, 4, 3, 5, 7, 1]",12,0
"[0, 2, 6, 4, 3, 5, 7, 1]",13,0
"[0, 2, 6, 4, 3, 5, 7, 1]",14,1
"[0, 2, 6, 4, 3, 5, 7, 1]",15,0
"[0, 2, 6, 4, 3, 5, 7, 1]",16,0
"[0, 2, 6, 4, 3, 5, 7, 1]",17,1
"[0, 2, 6, 4, 3, 5, 7, 1]",18,1
"[0, 2, 6, 4, 3, 5, 7, 1]",19,1
"[0, 2, 6, 4, 3, 5, 7, 1]",20,0
"[0, 2, 6, 4, 3, 5, 7, 1]",21,0
"[0, 2, 6, 4, 3, 5, 7, 1]",22,0
"[0, 2, 6, 4, 3, 5, 7, 1]",23,0
"[0, 2, 6, 4, 3, 5, 7, 1]",24,0
"[0, 2, 6, 4, 3, 1, 7, 5]",0,0
"[0, 2, 6, 4, 3, 1, 7, 5]",1,0
"[0, 2, 6, 4, 3, 1, 7, 5]",2,0
"[0, 2, 6, 4, 3, 1, 7, 5]",3,1
"[0, 2, 6, 4, 3, 1, 7, 5]",4,0
"[0, 2, 6, 4, 3, 1, 7, 5]",5,0
"[0, 2, 6, 4, 3, 1, 7, 5]",6,0
"[0, 2, 6, 4, 3, 1, 7, 5]",7,1
"[0, 2, 6, 4, 3, 1, 7, 5]",8,0
"[0, 2, 6, 4, 3, 1, 7, 5]",9,1
"[0, 2, 6, 4, 3, 1, 7, 5]",10,0
"[0, 2, 6, 4, 3, 1, 7, 5]",11,0
"[0, 2, 6, 4, 3, 1, 7, 5]",12,0
"[0, 2, 6, 4, 3, 1, 7, 5]",13,1
"[0, 2, 6, 4, 3, 1, 7, 5]",14,0
"[0, 2, 6, 4, 3, 1, 7, 5]",15,0
"[0, 2, 6, 4, 3, 1, 7, 5]",16,0
"[0, 2, 6, 4, 3, 1, 7, 5]",17,1
"[0, 2, 6, 4, 3, 1, 7, 5]",18,1
"[0, 2, 6, 4, 3, 1, 7, 5]",19,1
"[0, 2, 6, 4, 3, 1, 7, 5]",20,0
"[0, 2, 6, 4, 3, 1, 7, 5]",21,0
"[0, 2, 6, 4, 3, 1, 7, 5]",22,0
"[0, 2, 6, 4, 3, 1, 7, 5]",23,0
"[0, 2, 6, 4, 3, 1, 7, 5]",24,0
"[5, 0, 6, 3, 2, 1, 7, 4]",0,0
"[5, 0, 6, 3, 2, 1, 7, 4]",1,0
"[5, 0, 6, 3, 2, 1, 7, 4]",2,0
"[5, 0, 6, 3, 2, 1, 7, 4]",3,1
"[5, 0, 6, 3, 2, 1, 7, 4]",4,0
"[5, 0, 6, 3, 2, 1, 7, 4]",5,0
"[5, 0, 6, 3, 2, 1, 7, 4]",6,0
"[5, 0, 6, 3, 2, 1, 7, 4]",7,1
"[5, 0, 6, 3, 2, 1, 7, 4]",8,0
"[5, 0, 6, 3, 2, 1, 7, 4]",9,1
"[5, 0, 6, 3, 2, 1, 7, 4]",10,0
"[5, 0, 6, 3, 2, 1, 7, 4]",11,0
"[5, 0, 6, 3, 2, 1, 7, 4]",12,0
"[5, 0, 6, 3, 2, 1, 7, 4]",13,1
"[5, 0, 6, 3, 2, 1, 7, 4]",14,0
"[5, 0, 6, 3, 2, 1, 7, 4]",15,1
"[5, 0, 6, 3, 2, 1, 7, 4]",16,0
"[5, 0, 6, 3, 2, 1, 7, 4]",17,1
"[5, 0, 6, 3, 2, 1, 7, 4]",18,0
"[5, 0, 6, 3, 2, 1, 7, 4]",19,0
"[5, 0, 6, 3, 2, 1, 7, 4]",20,0
"[5, 0, 6, 3, 2, 1, 7, 4]",21,1
"[5, 0, 6, 3, 2, 1, 7, 4]",22,0
"[5, 0, 6, 3, 2, 1, 7, 4]",23,0
"[5, 0, 6, 3, 2, 1, 7, 4]",24,0
"[5, 0, 6, 1, 2, 3, 7, 4]",0,0
"[5, 0, 6, 1, 2, 3, 7, 4]",1,1
"[5, 0, 6, 1, 2, 3, 7, 4]",2,0
"[5, 0, 6, 1, 2, 3, 7, 4]",3,0
"[5, 0, 6, 1, 2, 3, 7, 4]",4,0
"[5, 0, 6, 1, 2, 3, 7, 4]",5,0
"[5, 0, 6, 1, 2, 3, 7, 4]",6,0
"[5, 0, 6, 1, 2, 3, 7, 4]",7,1
"[5, 0, 6, 1, 2, 3, 7, 4]",8,0
"[5, 0, 6, 1, 2, 3, 7, 4]",9,1
"[5, 0, 6, 1, 2, 3, 7, 4]",10,0
"[5, 0, 6, 1, 2, 3, 7, 4]",11,0
"[5, 0, 6, 1, 2, 3, 7, 4]",12,0
"[5, 0, 6, 1, 2, 3, 7, 4]",13,1
"[5, 0, 6, 1, 2, 3, 7, 4]",14,0
"[5, 0, 6, 1, 2, 3, 7, 4]",15,1
"[5, 0, 6, 1, 2, 3, 7, 4]",16,1
"[5, 0, 6, 1, 2, 3, 7, 4]",17,1
"[5, 0, 6, 1, 2, 3, 7, 4]",18,0
"[5, 0, 6, 1, 2, 3, 7, 4]",19,1
"[5, 0, 6, 1, 2, 3, 7, 4]",20,0
"[5, 0, 6, 1, 2, 3, 7, 4]",21,0
"[5, 0, 6, 1, 2, 3, 7, 4]",22,0
"[5, 0, 6, 1, 2, 3, 7, 4]",23,0
"[5, 0, 6, 1, 2, 3, 7, 4]",24,0
"[3, 0, 1, 4, 6, 5, 2, 7]",0,0
"[3, 0, 1, 4, 6, 5, 2, 7]",1,1
"[3, 0, 1, 4, 6, 5, 2, 7]",2,0
"[3, 0, 1, 4, 6, 5, 2, 7]",3,0
"[3, 0, 1, 4, 6, 5, 2, 7]",4,0
"[3, 0, 1, 4, 6, 5, 2, 7]",5,0
"[3, 0, 1, 4, 6, 5, 2, 7]",6,1
"[3, 0, 1, 4, 6, 5, 2, 7]",7,1
"[3, 0, 1, 4, 6, 5, 2, 7]",8,0
"[3, 0, 1, 4, 6, 5, 2, 7]",9,1
"[3, 0, 1, 4, 6, 5, 2, 7]",10,0
"[3, 0, 1, 4, 6, 5, 2, 7]",11,0
"[3, 0, 1, 4, 6, 5, 2, 7]",12,1
"[3, 0, 1, 4, 6, 5, 2, 7]",13,0
"[3, 0, 1, 4, 6, 5, 2, 7]",14,0
"[3, 0, 1, 4, 6, 5, 2, 7]",15,0
"[3, 0, 1, 4, 6, 5, 2, 7]",16,0
"[3, 0, 1, 4, 6, 5, 2, 7]",17,1
"[3, 0, 1, 4, 6, 5, 2, 7]",18,1
"[3, 0, 1, 4, 6, 5, 2, 7]",19,1
"[3, 0, 1, 4, 6, 5, 2, 7]",20,0
"[3, 0, 1, 4, 6, 5, 2, 7]",21,1
"[3, 0, 1, 4, 6, 5, 2, 7]",22,1
"[3, 0, 1, 4, 6, 5, 2, 7]",23,0
"[3, 0, 1, 4, 6, 5, 2, 7]",24,0
"[3, 0, 6, 4, 1, 5, 2, 7]",0,0
"[3, 0, 6, 4, 1, 5, 2, 7]",1,1
"[3, 0, 6, 4, 1, 5, 2, 7]",2,0
"[3, 0, 6, 4, 1, 5, 2, 7]",3,0
"[3, 0, 6, 4, 1, 5, 2, 7]",4,0
"[3, 0, 6, 4, 1, 5, 2, 7]",5,0
"[3, 0, 6, 4, 1, 5, 2, 7]",6,0
"[3, 0, 6, 4, 1, 5, 2, 7]",7,1
"[3, 0, 6, 4, 1, 5, 2, 7]",8,0
"[3, 0, 6, 4, 1, 5, 2, 7]",9,1
"[3, 0, 6, 4, 1, 5, 2, 7]",10,0
"[3, 0, 6, 4, 1, 5, 2, 7]",11,0
"[3, 0, 6, 4, 1, 5, 2, 7]",12,0
"[3, 0, 6, 4, 1, 5, 2, 7]",13,0
"[3, 0, 6, 4, 1, 5, 2, 7]",14,0
"[3, 0, 6, 4, 1, 5, 2, 7]",15,1
"[3, 0, 6, 4, 1, 5, 2, 7]",16,0
"[3, 0, 6, 4, 1, 5, 2, 7]",17,1
"[3, 0, 6, 4, 1, 5, 2, 7]",18,0
"[3, 0, 6, 4, 1, 5, 2, 7]",19,1
"[3, 0, 6, 4, 1, 5, 2, 7]",20,0
"[3, 0, 6, 4, 1, 5, 2, 7]",21,0
"[3, 0, 6, 4, 1, 5, 2, 7]",22,0
"[3, 0, 6, 4, 1, 5, 2, 7]",23,0
"[3, 0, 6, 4, 1, 5, 2, 7]",24,0
"[7, 1, 4, 6, 3, 2, 0, 5]",0,0
"[7, 1, 4, 6, 3, 2, 0, 5]",1,0
"[7, 1, 4, 6, 3, 2, 0, 5]",2,0
"[7, 1, 4, 6, 3, 2, 0, 5]",3,0
"[7, 1, 4, 6, 3, 2, 0, 5]",4,0
"[7, 1, 4, 6, 3, 2, 0, 5]",5,0
"[7, 1, 4, 6, 3, 2, 0, 5]",6,0
"[7, 1, 4, 6, 3, 2, 0, 5]",7,1
"[7, 1, 4, 6, 3, 2, 0, 5]",8,0
"[7, 1, 4, 6, 3, 2, 0, 5]",9,1
"[7, 1, 4, 6, 3, 2, 0, 5]",10,0
"[7, 1, 4, 6, 3, 2, 0, 5]",11,0
"[7, 1, 4, 6, 3, 2, 0, 5]",12,1
"[7, 1, 4, 6, 3, 2, 0, 5]",13,0
"[7, 1, 4, 6, 3, 2, 0, 5]",14,0
"[7, 1, 4, 6, 3, 2, 0, 5]",15,1
"[7, 1, 4, 6, 3, 2, 0, 5]",16,0
"[7, 1, 4, 6, 3, 2, 0, 5]",17,1
"[7, 1, 4, 6, 3, 2, 0, 5]",18,0
"[7, 1, 4, 6, 3, 2, 0, 5]",19,1
"[7, 1, 4, 6, 3, 2, 0, 5]",20,0
"[7, 1, 4, 6, 3, 2, 0, 5]",21,0
"[7, 1, 4, 6, 3, 2, 0, 5]",22,0
"[7, 1, 4, 6, 3, 2, 0, 5]",23,0
"[7, 1, 4, 6, 3, 2, 0, 5]",24,0
"[2, 1, 4, 6, 3, 7, 0, 5]",0,0
"[2, 1, 4, 6, 3, 7, 0, 5]",1,0
"[2, 1, 4, 6, 3, 7, 0, 5]",2,0
"[2, 1, 4, 6, 3, 7, 0, 5]",3,0
"[2, 1, 4, 6, 3, 7, 0, 5]",4,0
"[2, 1, 4, 6, 3, 7, 0, 5]",5,0
"[2, 1, 4, 6, 3, 7, 0, 5]",6,1
"[2, 1, 4, 6, 3, 7, 0, 5]",7,1
"[2, 1, 4, 6, 3, 7, 0, 5]",8,0
"[2, 1, 4, 6, 3, 7, 0, 5]",9,0
"[2, 1, 4, 6, 3, 7, 0, 5]",10,0
"[2, 1, 4, 6, 3, 7, 0, 5]",11,0
"[2, 1, 4, 6, 3, 7, 0, 5]",12,1
"[2, 1, 4, 6, 3, 7, 0, 5]",13,0
"[2, 1, 4, 6, 3, 7, 0, 5]",14,0
"[2, 1, 4, 6, 3, 7, 0, 5]",15,1
"[2, 1, 4, 6, 3, 7, 0, 5]",16,0
"[2, 1, 4, 6, 3, 7, 0, 5]",17,1
"[2, 1, 4, 6, 3, 7, 0, 5]",18,1
"[2, 1, 4, 6, 3, 7, 0, 5]",19,1
"[2, 1, 4, 6, 3, 7, 0, 5]",20,0
"[2, 1, 4, 6, 3, 7, 0, 5]",21,0
"[2, 1, 4, 6, 3, 7, 0, 5]",22,0
"[2, 1, 4, 6, 3, 7, 0, 5]",23,0
"[2, 1, 4, 6, 3, 7, 0, 5]",24,0
"[0, 3, 2, 1, 5, 6, 7, 4]",0,0
"[0, 3, 2, 1, 5, 6, 7, 4]",1,1
"[0, 3, 2, 1, 5, 6, 7, 4]",2,0
"[0, 3, 2, 1, 5, 6, 7, 4]",3,0
"[0, 3, 2, 1, 5, 6, 7, 4]",4,1
"[0, 3, 2, 1, 5, 6, 7, 4]",5,0
"[0, 3, 2, 1, 5, 6, 7, 4]",6,1
"[0, 3, 2, 1, 5, 6, 7, 4]",7,0
"[0, 3, 2, 1, 5, 6, 7, 4]",8,0
"[0, 3, 2, 1, 5, 6, 7, 4]",9,1
"[0, 3, 2, 1, 5, 6, 7, 4]",10,0
"[0, 3, 2, 1, 5, 6, 7, 4]",11,0
"[0, 3, 2, 1, 5, 6, 7, 4]",12,0
"[0, 3, 2, 1, 5, 6, 7, 4]",13,0
"[0, 3, 2, 1, 5, 6, 7, 4]",14,0
"[0, 3, 2, 1, 5, 6, 7, 4]",15,1
"[0, 3, 2, 1, 5, 6, 7, 4]",16,1
"[0, 3, 2, 1, 5, 6, 7, 4]",17,1
"[0, 3, 2, 1, 5, 6, 7, 4]",18,0
"[0, 3, 2, 1, 5, 6, 7, 4]",19,0
"[0, 3, 2, 1, 5, 6, 7, 4]",20,0
"[0, 3, 2, 1, 5, 6, 7, 4]",21,0
"[0, 3, 2, 1, 5, 6, 7, 4]",22,1
"[0, 3, 2, 1, 5, 6, 7, 4]",23,0
"[0, 3, 2, 1, 5, 6, 7, 4]",24,0
"[5, 3, 2, 1, 0, 6, 7, 4]",0,0
"[5, 3, 2, 1, 0, 6, 7, 4]",1,0
"[5, 3, 2, 1, 0, 6, 7, 4]",2,1
"[5, 3, 2, 1, 0, 6, 7, 4]",3,0
"[5, 3, 2, 1, 0, 6, 7, 4]",4,1
"[5, 3, 2, 1, 0, 6, 7, 4]",5,0
"[5, 3, 2, 1, 0, 6, 7, 4]",6,0
"[5, 3, 2, 1, 0, 6, 7, 4]",7,1
"[5, 3, 2, 1, 0, 6, 7, 4]",8,0
"[5, 3, 2, 1, 0, 6, 7, 4]",9,1
"[5, 3, 2, 1, 0, 6, 7, 4]",10,0
"[5, 3, 2, 1, 0, 6, 7, 4]",11,0
"[5, 3, 2, 1, 0, 6, 7, 4]",12,0
"[5, 3, 2, 1, 0, 6, 7, 4]",13,0
"[5, 3, 2, 1, 0, 6, 7, 4]",14,0
"[5, 3, 2, 1, 0, 6, 7, 4]",15,1
"[5, 3, 2, 1, 0, 6, 7, 4]",16,0
"[5, 3, 2, 1, 0, 6, 7, 4]",17,1
"[5, 3, 2, 1, 0, 6, 7, 4]",18,0
"[5, 3, 2, 1, 0, 6, 7, 4]",19,1
"[5, 3, 2, 1, 0, 6, 7, 4]",20,0
"[5, 3, 2, 1, 0, 6, 7, 4]",21,1
"[5, 3, 2, 1, 0, 6, 7, 4]",22,0
"[5, 3, 2, 1, 0, 6, 7, 4]",23,0
"[5, 3, 2, 1, 0, 6, 7, 4]",24,0
"[7, 2, 1, 6, 3, 5, 4, 0]",0,0
"[7, 2, 1, 6, 3, 5, 4, 0]",1,1
"[7, 2, 1, 6, 3, 5, 4, 0]",2,0
"[7, 2, 1, 6, 3, 5, 4, 0]",3,1
"[7, 2, 1, 6, 3, 5, 4, 0]",4,0
"[7, 2, 1, 6, 3, 5, 4, 0]",5,0
"[7, 2, 1, 6, 3, 5, 4, 0]",6,0
"[7, 2, 1, 6, 3, 5, 4, 0]",7,1
"[7, 2, 1, 6, 3, 5, 4, 0]",8,0
"[7, 2, 1, 6, 3, 5, 4, 0]",9,1
"[7, 2, 1, 6, 3, 5, 4, 0]",10,0
"[7, 2, 1, 6, 3, 5, 4, 0]",11,0
"[7, 2, 1, 6, 3, 5, 4, 0]",12,0
"[7, 2, 1, 6, 3, 5, 4, 0]",13,0
"[7, 2, 1, 6, 3, 5, 4, 0]",14,0
"[7, 2, 1, 6, 3, 5, 4, 0]",15,0
"[7, 2, 1, 6, 3, 5, 4, 0]",16,0
"[7, 2, 1, 6, 3, 5, 4, 0]",17,1
"[7, 2, 1, 6, 3, 5, 4, 0]",18,1
"[7, 2, 1, 6, 3, 5, 4, 0]",19,1
"[7, 2, 1, 6, 3, 5, 4, 0]",20,0
"[7, 2, 1, 6, 3, 5, 4, 0]",21,0
"[7, 2, 1, 6, 3, 5, 4, 0]",22,0
"[7, 2, 1, 6, 3, 5, 4, 0]",23,0
"[7, 2, 1, 6, 3, 5, 4, 0]",24,0
"[1, 2, 7, 6, 3, 5, 4, 0]",0,0
"[1, 2, 7, 6, 3, 5, 4, 0]",1,1
"[1, 2, 7, 6, 3, 5, 4, 0]",2,1
"[1, 2, 7, 6, 3, 5, 4, 0]",3,0
"[1, 2, 7, 6, 3, 5, 4, 0]",4,1
"[1, 2, 7, 6, 3, 5, 4, 0]",5,0
"[1, 2, 7, 6, 3, 5, 4, 0]",6,1
"[1, 2, 7, 6, 3, 5, 4, 0]",7,1
"[1, 2, 7, 6, 3, 5, 4, 0]",8,0
"[1, 2, 7, 6, 3, 5, 4, 0]",9,1
"[1, 2, 7, 6, 3, 5, 4, 0]",10,0
"[1, 2, 7, 6, 3, 5, 4, 0]",11,0
"[1, 2, 7, 6, 3, 5, 4, 0]",12,0
"[1, 2, 7, 6, 3, 5, 4, 0]",13,0
"[1, 2, 7, 6, 3, 5, 4, 0]",14,0
"[1, 2, 7, 6, 3, 5, 4, 0]",15,1
"[1, 2, 7, 6, 3, 5, 4, 0]",16,1
"[1, 2, 7, 6, 3, 5, 4, 0]",17,1
"[1, 2, 7, 6, 3, 5, 4, 0]",18,0
"[1, 2, 7, 6, 3, 5, 4, 0]",19,1
"[1, 2, 7, 6, 3, 5, 4, 0]",20,0
"[1, 2, 7, 6, 3, 5, 4, 0]",21,0
"[1, 2, 7, 6, 3, 5, 4, 0]",22,0
"[1, 2, 7, 6, 3, 5, 4, 0]",23,0
"[1, 2, 7, 6, 3, 5, 4, 0]",24,0
"[6, 2, 7, 4, 5, 3, 1, 0]",0,0
"[6, 2, 7, 4, 5, 3, 1, 0]",1,1
"[6, 2, 7, 4, 5, 3, 1, 0]",2,1
"[6, 2, 7, 4, 5, 3, 1, 0]",3,0
"[6, 2, 7, 4, 5, 3, 1, 0]",4,1
"[6, 2, 7, 4, 5, 3, 1, 0]",5,0
"[6, 2, 7, 4, 5, 3, 1, 0]",6,0
"[6, 2, 7, 4, 5, 3, 1, 0]",7,0
"[6, 2, 7, 4, 5, 3, 1, 0]",8,0
"[6, 2, 7, 4, 5, 3, 1, 0]",9,1
"[6, 2, 7, 4, 5, 3, 1, 0]",10,0
"[6, 2, 7, 4, 5, 3, 1, 0]",11,0
"[6, 2, 7, 4, 5, 3, 1, 0]",12,0
"[6, 2, 7, 4, 5, 3, 1, 0]",13,0
"[6, 2, 7, 4, 5, 3, 1, 0]",14,1
"[6, 2, 7, 4, 5, 3, 1, 0]",15,0
"[6, 2, 7, 4, 5, 3, 1, 0]",16,0
"[6, 2, 7, 4, 5, 3, 1, 0]",17,1
"[6, 2, 7, 4, 5, 3, 1, 0]",18,0
"[6, 2, 7, 4, 5, 3, 1, 0]",19,0
"[6, 2, 7, 4, 5, 3, 1, 0]",20,0
"[6, 2, 7, 4, 5, 3, 1, 0]",21,0
"[6, 2, 7, 4, 5, 3, 1, 0]",22,0
"[6, 2, 7, 4, 5, 3, 1, 0]",23,0
"[6, 2, 7, 4, 5, 3, 1, 0]",24,0
"[6, 2, 7, 4, 5, 0, 1, 3]",0,0
"[6, 2, 7, 4, 5, 0, 1, 3]",1,0
"[6, 2, 7, 4, 5, 0, 1, 3]",2,0
"[6, 2, 7, 4, 5, 0, 1, 3]",3,0
"[6, 2, 7, 4, 5, 0, 1, 3]",4,0
"[6, 2, 7, 4, 5, 0, 1, 3]",5,0
"[6, 2, 7, 4, 5, 0, 1, 3]",6,0
"[6, 2, 7, 4, 5, 0, 1, 3]",7,1
"[6, 2, 7, 4, 5, 0, 1, 3]",8,0
"[6, 2, 7, 4, 5, 0, 1, 3]",9,1
"[6, 2, 7, 4, 5, 0, 1, 3]",10,0
"[6, 2, 7, 4, 5, 0, 1, 3]",11,0
"[6, 2, 7, 4, 5, 0, 1, 3]",12,0
"[6, 2, 7, 4, 5, 0, 1, 3]",13,1
"[6, 2, 7, 4, 5, 0, 1, 3]",14,1
"[6, 2, 7, 4, 5, 0, 1, 3]",15,0
"[6, 2, 7, 4, 5, 0, 1, 3]",16,0
"[6, 2, 7, 4, 5, 0, 1, 3]",17,1
"[6, 2, 7, 4, 5, 0, 1, 3]",18,0
"[6, 2, 7, 4, 5, 0, 1, 3]",19,1
"[6, 2, 7, 4, 5, 0, 1, 3]",20,0
"[6, 2, 7, 4, 5, 0, 1, 3]",21,1
"[6, 2, 7, 4, 5, 0, 1, 3]",22,1
"[6, 2, 7, 4, 5, 0, 1, 3]",23,0
"[6, 2, 7, 4, 5, 0, 1, 3]",24,0
"[2, 1, 0, 6, 3, 4, 7, 5]",0,0
"[2, 1, 0, 6, 3, 4, 7, 5]",1,0
"[2, 1, 0, 6, 3, 4, 7, 5]",2,0
"[2, 1, 0, 6, 3, 4, 7, 5]",3,1
"[2, 1, 0, 6, 3, 4, 7, 5]",4,0
"[2, 1, 0, 6, 3, 4, 7, 5]",5,0
"[2, 1, 0, 6, 3, 4, 7, 5]",6,1
"[2, 1, 0, 6, 3, 4, 7, 5]",7,0
"[2, 1, 0, 6, 3, 4, 7, 5]",8,0
"[2, 1, 0, 6, 3, 4, 7, 5]",9,1
"[2, 1, 0, 6, 3, 4, 7, 5]",10,0
"[2, 1, 0, 6, 3, 4, 7, 5]",11,1
"[2, 1, 0, 6, 3, 4, 7, 5]",12,1
"[2, 1, 0, 6, 3, 4, 7, 5]",13,0
"[2, 1, 0, 6, 3, 4, 7, 5]",14,0
"[2, 1, 0, 6, 3, 4, 7, 5]",15,0
"[2, 1, 0, 6, 3, 4, 7, 5]",16,0
"[2, 1, 0, 6, 3, 4, 7, 5]",17,1
"[2, 1, 0, 6, 3, 4, 7, 5]",18,1
"[2, 1, 0, 6, 3, 4, 7, 5]",19,1
"[2, 1, 0, 6, 3, 4, 7, 5]",20,0
"[2, 1, 0, 6, 3, 4, 7, 5]",21,0
"[2, 1, 0, 6, 3, 4, 7, 5]",22,0
"[2, 1, 0, 6, 3, 4, 7, 5]",23,0
"[2, 1, 0, 6, 3, 4, 7, 5]",24,0
"[2, 1, 0, 6, 7, 4, 3, 5]",0,0
"[2, 1, 0, 6, 7, 4, 3, 5]",1,0
"[2, 1, 0, 6, 7, 4, 3, 5]",2,0
"[2, 1, 0, 6, 7, 4, 3, 5]",3,0
"[2, 1, 0, 6, 7, 4, 3, 5]",4,1
"[2, 1, 0, 6, 7, 4, 3, 5]",5,0
